state,year,income_mean,income_median
Sabah,2009,0.1210272056953979,0.0970729111229377
Sabah,2012,0.1982371387405712,0.1815859499733901
Sabah,2014,0.2716331892533266,0.2757849920170303
Sabah,2016,0.3118908382066276,0.3146354443853113
Sabah,2019,0.3450292397660818,0.3279403938265035
Sabah,2020,0.3001101788287143,0.2787653006918574
Sabah,2022,0.3811339944063056,0.3643427354976051
Sarawak,2007,0.1419611831511145,0.1166577967003725
Sarawak,2009,0.1616238664293584,0.1319850984566258
Sarawak,2012,0.2219679633867277,0.2014901543374135
Sarawak,2014,0.276294601237393,0.279297498669505
Sarawak,2016,0.3146876853970675,0.3202767429483767
Sarawak,2019,0.3631663700313586,0.3608302288451304
Sarawak,2020,0.2892618018476142,0.2849387972325705
Sarawak,2022,0.4053733367234511,0.4070250133049494
Selangor,2007,0.3310450038138825,0.3078233102714209
Selangor,2009,0.3634206288668531,0.3354976051091006
Selangor,2012,0.4533435036867531,0.4469398616285258
Selangor,2014,0.557504873294347,0.5385843533794572
Selangor,2016,0.6601406898889737,0.646194784459819
Selangor,2019,0.7757437070938215,0.751037786056413
Selangor,2020,0.6775150436477667,0.6541777541245343
Selangor,2022,0.8949063479955929,0.939755188930282
Terengganu,2007,0.0668700737350622,0.0683342203299627
Terengganu,2009,0.1138232053563861,0.1002660989888238
Terengganu,2012,0.1943385032629883,0.2001064395955295
Terengganu,2014,0.2662937537079413,0.2791910590739755
Terengganu,2016,0.347656581066192,0.3767961681745609
Terengganu,2019,0.4357148910924655,0.4673762639701969
Terengganu,2020,0.3709636409865243,0.3870143693453965
Terengganu,2022,0.4724129163488431,0.5028206492815327
W.P. Kuala Lumpur,2007,0.3091787439613526,0.2706758914316126
W.P. Kuala Lumpur,2009,0.3232477328587168,0.3464608834486429
W.P. Kuala Lumpur,2012,0.585812356979405,0.4995210218201171
W.P. Kuala Lumpur,2014,0.7589626239511823,0.6882384246939862
W.P. Kuala Lumpur,2016,0.849055004661412,0.8428951569984034
W.P. Kuala Lumpur,2019,0.9816933638443937,1.0
W.P. Kuala Lumpur,2020,0.8521061106873464,0.8450239489089941
W.P. Kuala Lumpur,2022,0.987456564115603,0.966471527408196
W.P. Labuan,2007,0.1739130434782608,0.1727514635444385
W.P. Labuan,2009,0.2316297991355199,0.2494944119212347
W.P. Labuan,2012,0.3935079244003729,0.4160723789249601
W.P. Labuan,2014,0.5014831765403848,0.4821713677488025
W.P. Labuan,2016,0.5508941435714891,0.5081426290580096
W.P. Labuan,2019,0.5631833206203916,0.5930814262905801
W.P. Labuan,2020,0.4796169166878549,0.5292176689728579
W.P. Labuan,2022,0.5573353674040172,0.6120276742948377
W.P. Putrajaya,2007,0.306805661496737,0.3335816923895689
W.P. Putrajaya,2009,0.429951690821256,0.4572645023948909
W.P. Putrajaya,2012,0.5447071785744555,0.5675359233634912
W.P. Putrajaya,2014,0.7396389524535978,0.6767429483767962
W.P. Putrajaya,2016,0.8374438511738282,0.7579563597658329
W.P. Putrajaya,2019,0.9463513857106536,0.939755188930282
W.P. Putrajaya,2020,0.902449360115264,0.9142096860031932
W.P. Putrajaya,2022,1.0,0.9475252794039384
